VEG_ID,LONGITUDE,LATITUDE,ELEV,HEIGHT,AVG_SPREAD,MAX_SPREAD,TREE_SPECIES,LAST_TRIMMED
883,-117.923451,33.80347711,179.7,53.54,19.03,23.29,Carrotwood,9/13/21
884,-117.923104,33.8034814,179.4,53.09,18.37,19.03,Dwarf fig tree,9/13/21
885,-117.922957,33.80348373,178.95,52.49,19.03,20.34,Western sycamore,9/13/21
886,-117.919649,33.80352752,187.69,58.2,18.37,19.03,Western sycamore,9/13/21
887,-117.919599,33.80352875,185.39,56.23,18.37,19.03,California palm,9/13/21
888,-117.919508,33.80352951,184.86,55.77,18.7,22.31,Queen palm,9/13/21
889,-117.927308,33.80342218,174.06,49.84,19.03,22.64,Mexican fan palm,9/13/21
890,-117.927162,33.80342369,176.31,51.99,18.37,19.69,Carrotwood,9/13/21
891,-117.927090,33.80342487,176.11,51.77,18.37,19.03,Dwarf fig tree,9/13/21
892,-117.927008,33.80342558,177.4,53.02,18.7,22.97,Western sycamore,9/13/21
893,-117.925100,33.80345197,180.38,55,19.36,30.18,Western sycamore,9/13/21
894,-117.924697,33.80345666,180.55,54.79,18.37,19.03,California palm,9/13/21
895,-117.923197,33.80347742,178.61,52.36,18.7,20.01,Queen palm,9/13/21
896,-117.922738,33.80348396,180.08,53.69,19.69,31.5,Mexican fan palm,9/13/21
897,-117.922258,33.80348897,180.16,53.38,19.03,20.34,Western sycamore,9/13/21
898,-117.921399,33.8035011,183.9,55.78,18.37,19.03,California palm,9/13/21
899,-117.921094,33.80350517,185.57,57.27,19.03,22.31,Queen palm,9/13/21
900,-117.919088,33.80353202,186.15,56.15,18.37,20.01,Mexican fan palm,9/13/21
901,-117.927879,33.80341006,173.35,49.51,18.37,19.03,Carrotwood,9/13/21
902,-117.926931,33.8034236,178.67,54.23,18.37,19.69,Dwarf fig tree,9/13/21
903,-117.926857,33.80342386,179.69,55.25,18.37,20.01,Western sycamore,9/13/21
904,-117.926788,33.80342476,178.97,54.44,18.37,19.03,Western sycamore,9/13/21
905,-117.926265,33.80343307,182.67,57.87,18.7,20.01,California palm,9/13/21
906,-117.926046,33.80343524,180.25,55.53,19.36,34.45,Queen palm,9/13/21
907,-117.925968,33.80343677,180.03,55.27,18.37,20.01,Mexican fan palm,9/13/21
908,-117.924872,33.80345127,179.76,54.09,19.69,22.64,Carrotwood,9/13/21
909,-117.923039,33.8034751,178,51.64,18.7,20.01,Dwarf fig tree,9/13/21
910,-117.922893,33.80347766,181.56,55.15,18.7,20.01,Western sycamore,9/13/21
911,-117.922570,33.80348137,182.18,55.64,18.7,22.97,Western sycamore,9/13/21
912,-117.922480,33.80348251,181.14,54.51,18.7,20.01,California palm,9/13/21
913,-117.922171,33.80348716,181.05,54.29,18.37,19.03,Queen palm,9/13/21
914,-117.922106,33.80348803,182.02,55.16,18.7,20.01,Mexican fan palm,9/13/21
915,-117.921158,33.80350117,184.76,56.56,18.7,20.67,Carrotwood,9/13/21
916,-117.920900,33.80350364,185.38,56.96,19.36,21.65,Dwarf fig tree,9/13/21
917,-117.920431,33.80351037,182.82,54.11,18.37,19.03,Western sycamore,9/13/21
918,-117.920209,33.80351359,185.2,56.52,18.7,19.69,Western sycamore,9/13/21
919,-117.927798,33.80340835,176.46,52.49,18.37,19.03,California palm,9/13/21
920,-117.925483,33.80343902,179.06,53.82,18.37,19.03,Queen palm,9/13/21
921,-117.924843,33.80344856,179.85,54,19.36,23.29,Mexican fan palm,9/13/21
922,-117.922812,33.80347505,181.16,54.68,18.37,20.67,Carrotwood,9/13/21
923,-117.922347,33.80348074,181.72,55.03,18.7,20.01,Dwarf fig tree,9/13/21
924,-117.921475,33.80349264,183.32,55.29,18.7,21.65,Western sycamore,9/13/21
925,-117.921067,33.80349905,185.67,57.3,18.7,20.01,Western sycamore,9/13/21
926,-117.920758,33.80350322,182.4,53.71,18.7,21.65,California palm,9/13/21
927,-117.920672,33.80350391,184.78,56.37,18.7,20.01,Queen palm,9/13/21
928,-117.920354,33.80350748,184.33,55.59,18.7,20.01,Mexican fan palm,9/13/21
929,-117.920285,33.80350846,185.1,56.33,18.7,19.36,Western sycamore,9/13/21
930,-117.918855,33.80352875,186.67,56.65,18.37,19.03,California palm,9/13/21
931,-117.918546,33.80353195,185.01,55.17,18.7,20.01,Queen palm,9/13/21
932,-117.926209,33.80342588,178.86,54.1,18.37,19.69,Mexican fan palm,9/13/21
933,-117.926123,33.80342727,179.15,54.33,18.37,19.03,Carrotwood,9/13/21
934,-117.925402,33.80343702,180.51,55.25,18.37,19.36,Dwarf fig tree,9/13/21
935,-117.925323,33.80343806,182.22,56.98,18.7,20.34,Western sycamore,9/13/21
936,-117.924949,33.80344285,180.34,54.81,18.7,21,Western sycamore,9/13/21
937,-117.922398,33.8034778,181.22,54.44,19.03,23.29,California palm,9/13/21
938,-117.920832,33.80349716,184.54,56.01,18.37,19.69,Queen palm,9/13/21
939,-117.920505,33.80350174,181.08,52.45,19.36,23.95,Mexican fan palm,9/13/21
940,-117.918957,33.80352266,185.43,55.76,19.03,22.64,Carrotwood,9/13/21
941,-117.918687,33.80352634,186.57,56.67,18.7,20.34,Dwarf fig tree,9/13/21
942,-117.922004,33.80347831,181.48,54.63,18.37,19.36,Western sycamore,9/13/21
943,-117.920130,33.80350349,184.08,55.11,18.37,19.69,Western sycamore,9/13/21
944,-117.919027,33.80351879,186.13,56.41,18.37,19.03,California palm,9/13/21
945,-117.918795,33.80352106,186.08,56.42,19.03,20.34,Queen palm,9/13/21
946,-117.918622,33.80352398,185.49,55.51,19.03,23.29,Mexican fan palm,9/13/21
947,-117.921939,33.80347602,180.55,53.77,18.37,19.03,Carrotwood,9/13/21
948,-117.920994,33.80348866,185.65,57.4,18.7,20.01,Dwarf fig tree,9/13/21
949,-117.920603,33.80349367,183.26,54.77,19.36,22.31,Western sycamore,9/13/21
950,-117.920039,33.80350105,186.09,57.09,19.03,21,Western sycamore,9/13/21
951,-117.919894,33.80350296,186.91,57.83,19.03,22.64,California palm,9/13/21
952,-117.919825,33.80350351,187.02,58.03,19.03,21.33,Queen palm,9/13/21
953,-117.921883,33.80347244,181.7,54.74,18.37,19.36,Mexican fan palm,9/13/21
954,-117.919653,33.8035025,187.41,58.43,18.7,21.98,Carrotwood,9/13/21
955,-117.918919,33.80351239,186.28,56.59,18.37,19.03,Dwarf fig tree,9/13/21
956,-117.919968,33.80349488,186.97,58.07,18.37,19.03,Western sycamore,9/13/21
957,-117.921793,33.8034675,180.84,53.87,18.37,19.03,Western sycamore,9/13/21
958,-117.918760,33.80350375,186.36,56.68,18.37,20.67,California palm,9/13/21
959,-117.918451,33.80350924,184.02,54.26,18.37,19.03,Queen palm,9/13/21
960,-117.918218,33.80351134,187.49,57.58,18.7,22.31,Mexican fan palm,9/13/21
961,-117.921693,33.8034612,180.57,53.5,18.37,19.03,Western sycamore,9/13/21
962,-117.921625,33.80346205,183.03,55.96,18.7,23.29,California palm,9/13/21
963,-117.918798,33.80349565,186.03,56.47,19.03,23.62,Queen palm,9/13/21
964,-117.918704,33.80349757,186.72,57.15,18.37,19.03,Mexican fan palm,9/13/21
965,-117.918635,33.803498,185.06,55.4,19.03,21.98,Carrotwood,9/13/21
966,-117.918291,33.80350251,187.5,57.49,18.37,19.69,Dwarf fig tree,9/13/21
967,-117.921555,33.80345564,181.28,54.14,19.03,23.29,Western sycamore,9/13/21
968,-117.921482,33.80345662,181.34,53.92,18.7,21.33,Western sycamore,9/13/21
969,-117.918849,33.8034925,186.05,56.55,19.03,21.98,California palm,9/13/21
970,-117.918244,33.80349981,187.47,57.55,19.03,21.65,Queen palm,9/13/21
971,-117.918064,33.80349908,185.86,55.87,17.39,19.03,Mexican fan palm,9/13/21
972,-117.921375,33.80345135,182.83,55.23,19.03,23.29,Carrotwood,9/13/21
973,-117.921152,33.80345346,181.13,53.79,18.7,24.93,Dwarf fig tree,9/13/21
974,-117.918149,33.80349402,188.42,58.56,18.7,21.33,Western sycamore,9/13/21
975,-117.921002,33.80345306,180.96,53.5,20.34,41.99,Western sycamore,9/13/21
976,-117.920920,33.80345332,181.36,53.79,19.03,23.29,California palm,9/13/21
977,-117.920745,33.80345619,181.18,53.46,18.37,19.03,Queen palm,9/13/21
978,-117.920520,33.80345974,181.04,53.33,18.37,19.03,Mexican fan palm,9/13/21
979,-117.920289,33.80346173,182.1,54.18,18.7,20.34,Carrotwood,9/13/21
980,-117.919099,33.80347794,185.47,56.82,18.37,19.03,Dwarf fig tree,9/13/21
981,-117.921298,33.80344451,181.12,53.75,19.03,23.95,Western sycamore,9/13/21
982,-117.921255,33.80344597,182.88,55.52,18.37,19.03,Western sycamore,9/13/21
983,-117.921079,33.80344803,180.62,53.17,19.36,23.62,California palm,9/13/21
984,-117.920809,33.80345262,182.67,54.98,18.7,20.01,Queen palm,9/13/21
985,-117.919893,33.80346336,185.11,56.89,18.7,20.34,Mexican fan palm,9/13/21
986,-117.920606,33.8034504,181.87,54.22,18.37,19.03,Carrotwood,9/13/21
987,-117.920430,33.80345352,181.59,53.76,18.7,21.98,Dwarf fig tree,9/13/21
988,-117.920130,33.80345692,181.4,53.45,18.37,19.03,Western sycamore,9/13/21
989,-117.919979,33.80345852,183.87,55.91,18.37,19.03,Western sycamore,9/13/21
990,-117.919804,33.80346103,184.34,56.27,18.7,20.34,California palm,9/13/21
991,-117.920679,33.80344708,180.3,52.61,18.37,19.03,Queen palm,9/13/21
992,-117.918536,33.80346807,185.92,57.13,18.7,20.01,Mexican fan palm,9/13/21
993,-117.918472,33.80346866,185.21,56.31,18.7,21,Western sycamore,9/13/21
994,-117.918382,33.80347041,183.3,54.35,18.7,20.34,California palm,9/13/21
995,-117.918230,33.80347149,187.04,57.91,19.03,23.62,Queen palm,9/13/21
996,-117.926002,33.80336499,183.22,57.94,16.73,17.72,Mexican fan palm,9/13/21
997,-117.918407,33.80345822,182.98,54.03,20.01,38.71,Carrotwood,9/13/21
998,-117.918294,33.80345992,185.77,56.81,18.7,20.01,Dwarf fig tree,9/13/21
999,-117.918089,33.8034625,186.35,57.18,17.06,18.37,Western sycamore,9/13/21
1000,-117.919072,33.80344364,179.29,59.2,18.04,19.03,Western sycamore,9/13/21
1001,-117.925739,33.80332764,181.94,56.14,18.7,20.01,California palm,9/13/21
1002,-117.925335,33.80333313,183.53,57.45,18.7,21.65,Queen palm,9/13/21
1003,-117.926362,33.80331635,149.37,23.96,18.37,19.03,Mexican fan palm,9/13/21
1004,-117.926267,33.80331727,180.12,54.68,18.37,19.03,Carrotwood,9/13/21
1005,-117.925945,33.80331809,178.91,53.31,19.03,21,Dwarf fig tree,9/13/21
1006,-117.925896,33.80331992,180.46,54.85,18.7,21.33,Western sycamore,9/13/21
1007,-117.926124,33.80331214,178.27,52.95,19.03,21.33,Western sycamore,9/13/21
1008,-117.925974,33.80331522,179.03,53.57,18.7,19.69,California palm,9/13/21
1009,-117.926043,33.80330561,179.73,54.38,18.7,21.33,Queen palm,9/13/21
1010,-117.925811,33.80330909,179.97,53.86,18.7,19.69,Mexican fan palm,9/13/21
1011,-117.925481,33.8033136,180.84,54.82,18.7,20.01,Carrotwood,9/13/21
1012,-117.925648,33.80330784,180.75,54.81,18.37,19.36,Dwarf fig tree,9/13/21
1013,-117.925553,33.80330997,180.58,54.61,19.69,25.26,Western sycamore,9/13/21
1014,-117.925403,33.80331112,183.26,57.38,18.37,19.36,Western sycamore,9/13/21
1015,-117.925725,33.80330386,182.47,56.41,18.7,23.29,California palm,9/13/21
1016,-117.922251,33.80334945,182.96,55.33,18.7,21.98,Queen palm,9/13/21
1017,-117.926267,33.80329274,179.47,54.57,19.36,21.98,Mexican fan palm,9/13/21
1018,-117.926197,33.80329293,180.5,55.55,19.03,22.31,Carrotwood,9/13/21
1019,-117.922401,33.80334032,183.39,55.93,19.03,21,Dwarf fig tree,9/13/21
1020,-117.922099,33.80334453,182.23,54.43,18.37,19.36,Western sycamore,9/13/21
1021,-117.919883,33.80337054,181.85,53.01,19.03,21.33,Western sycamore,9/13/21
1022,-117.922039,33.80333858,184.11,56.2,18.7,21.33,California palm,9/13/21
1023,-117.921932,33.80333958,182.46,54.53,18.7,20.01,Queen palm,9/13/21
1024,-117.921885,33.80334031,181.16,53.17,18.7,21,Mexican fan palm,9/13/21
1025,-117.921396,33.80334674,181.99,53.98,18.7,21.33,Western sycamore,9/13/21
1026,-117.921305,33.80334768,183.04,54.88,18.37,20.34,California palm,9/13/21
1027,-117.922344,33.80333009,183.72,56.16,18.7,19.36,Queen palm,9/13/21
1028,-117.922167,33.80333324,183.32,55.52,18.37,19.03,Mexican fan palm,9/13/21
1029,-117.921464,33.80334195,182.34,54.23,18.37,19.03,Carrotwood,9/13/21
1030,-117.921163,33.80334638,182.57,54.31,18.7,20.01,Dwarf fig tree,9/13/21
1031,-117.921236,33.80334133,182.99,54.71,18.7,19.69,Western sycamore,9/13/21
1032,-117.920674,33.80334951,182.78,54.43,18.37,19.03,Western sycamore,9/13/21
1033,-117.919733,33.80336152,185.63,56.6,18.7,21.98,California palm,9/13/21
1034,-117.925708,33.80327834,181.01,55.73,18.37,20.01,Queen palm,9/13/21
1035,-117.921691,33.80333231,185.58,57.44,19.03,21.33,Mexican fan palm,9/13/21
1036,-117.921562,33.8033342,182.78,54.3,18.7,20.01,Carrotwood,9/13/21
1037,-117.921082,33.80334016,182.87,54.45,19.03,21,Dwarf fig tree,9/13/21
1038,-117.920755,33.80334446,183.6,55.18,18.7,21.65,Western sycamore,9/13/21
1039,-117.919960,33.80335507,186.4,57.41,18.7,20.34,Western sycamore,9/13/21
1040,-117.925647,33.80327551,180,54.62,18.7,20.34,California palm,9/13/21
1041,-117.921790,33.80332728,184.53,56.42,18.37,19.69,Queen palm,9/13/21
1042,-117.921614,33.80332964,183.35,55.07,18.7,20.34,Mexican fan palm,9/13/21
1043,-117.920819,33.80333987,179.67,51.26,19.69,31.5,Carrotwood,9/13/21
1044,-117.920356,33.80334579,184.63,55.78,18.37,19.03,Dwarf fig tree,9/13/21
1045,-117.919505,33.80335731,185.16,55.89,18.7,20.67,Western sycamore,9/13/21
1046,-117.925497,33.80327344,178.82,53.41,18.7,20.34,Western sycamore,9/13/21
1047,-117.920986,33.80333422,183.41,55.07,18.7,22.31,California palm,9/13/21
1048,-117.920609,33.80333967,185.18,56.68,19.03,21.33,Queen palm,9/13/21
1049,-117.920454,33.80334102,184.53,56,18.37,20.01,Mexican fan palm,9/13/21
1050,-117.919797,33.80335054,185.94,56.81,19.36,21.33,Carrotwood,9/13/21
1051,-117.919402,33.8033557,187.58,58.27,19.36,22.31,Dwarf fig tree,9/13/21
1052,-117.921383,33.8033251,183,54.58,18.7,20.01,Western sycamore,9/13/21
1053,-117.920913,33.80333118,182.8,54.18,18.7,21.33,Western sycamore,9/13/21
1054,-117.920509,33.80333722,182.7,54.2,18.7,20.34,California palm,9/13/21
1055,-117.920269,33.80334005,184.64,55.8,18.37,19.03,Queen palm,9/13/21
1056,-117.920222,33.80334066,185.64,56.77,18.7,21,Mexican fan palm,9/13/21
1057,-117.920193,33.80334213,185.75,56.89,18.7,20.34,Western sycamore,9/13/21
1058,-117.919346,33.80335273,185.97,56.63,19.03,21.33,California palm,9/13/21
1059,-117.919315,33.80335266,185.77,56.36,20.34,41.34,Queen palm,9/13/21
1060,-117.919273,33.80335331,187.08,57.75,18.37,20.01,Mexican fan palm,9/13/21
1061,-117.920127,33.80333863,182.37,53.53,18.7,21,Carrotwood,9/13/21
1062,-117.920037,33.80333959,185.08,56.19,18.37,19.03,Dwarf fig tree,9/13/21
1063,-117.919719,33.80334016,186.18,56.9,19.03,21.65,Western sycamore,9/13/21
1064,-117.919659,33.80334117,183.84,54.72,22.97,40.68,Western sycamore,9/13/21
1065,-117.922347,33.8033023,182.8,54.93,19.36,27.23,California palm,9/13/21
1066,-117.922322,33.80330222,183.02,55.1,18.7,22.31,Queen palm,9/13/21
1067,-117.919186,33.8033442,185.89,56.51,18.37,19.69,Mexican fan palm,9/13/21
1068,-117.919569,33.80333487,186.73,57.42,20.01,25.92,Carrotwood,9/13/21
1069,-117.919410,33.80333368,188.15,58.45,18.37,20.34,Dwarf fig tree,9/13/21
1070,-117.919250,33.80333249,187.34,57.9,18.7,20.34,Western sycamore,9/13/21
1071,-117.922163,33.8032896,181.93,54.65,19.03,21.33,Western sycamore,9/13/21
1072,-117.922029,33.80329197,179.95,52.43,18.37,19.03,California palm,9/13/21
1073,-117.921784,33.80329485,182.95,55.2,19.03,28.87,Queen palm,9/13/21
1074,-117.921630,33.80329716,181.76,53.99,20.67,29.86,Mexican fan palm,9/13/21
1075,-117.922089,33.80328816,181.26,53.92,18.7,20.01,Carrotwood,9/13/21
1076,-117.921951,33.80328872,181.41,53.98,18.7,20.01,Dwarf fig tree,9/13/21
1077,-117.921879,33.80329014,182.59,55.06,18.37,19.03,Western sycamore,9/13/21
1078,-117.921468,33.80329518,179.63,51.67,20.34,40.68,Western sycamore,9/13/21
1079,-117.920824,33.80330379,180.15,51.66,19.03,21.98,California palm,9/13/21
1080,-117.920521,33.80330781,184.04,55.29,18.37,19.36,Queen palm,9/13/21
1081,-117.922430,33.80328021,181,53.97,18.7,22.31,Mexican fan palm,9/13/21
1082,-117.922248,33.80328267,181.94,54.8,18.7,20.34,Carrotwood,9/13/21
1083,-117.920191,33.80331003,202.52,73.89,18.37,19.03,Dwarf fig tree,9/13/21
1084,-117.920119,33.80330953,183.9,55.21,18.7,20.34,Western sycamore,9/13/21
1085,-117.920909,33.80329564,181.76,53.38,18.37,19.03,Western sycamore,9/13/21
1086,-117.920668,33.80329985,180.59,52.08,19.03,25.92,California palm,9/13/21
1087,-117.920358,33.8033027,182.8,54.24,18.37,19.69,Queen palm,9/13/21
1088,-117.921381,33.80328608,179.98,52.56,18.37,20.34,Mexican fan palm,9/13/21
1089,-117.921063,33.80329017,179.85,51.81,18.37,19.03,Western sycamore,9/13/21
1090,-117.920750,33.80329446,181.91,53.79,18.37,19.03,California palm,9/13/21
1091,-117.920981,33.80328789,182.09,54.02,18.7,19.69,Queen palm,9/13/21
1092,-117.920441,33.80329471,182.15,53.71,18.7,21.98,Mexican fan palm,9/13/21
1093,-117.919728,33.80330467,185.56,56.27,18.7,21.33,Carrotwood,9/13/21
1094,-117.919637,33.80330538,185.96,56.79,19.03,20.67,Dwarf fig tree,9/13/21
1095,-117.919401,33.80330935,185.88,56.63,19.03,20.34,Western sycamore,9/13/21
1096,-117.919341,33.80330965,184.91,55.39,18.7,21.98,Western sycamore,9/13/21
1097,-117.919890,33.80329873,183.73,54.89,18.37,19.03,California palm,9/13/21
1098,-117.919503,33.80329991,184.71,55.43,18.7,21.33,Queen palm,9/13/21
1099,-117.919186,33.80330486,185.92,56.38,18.7,20.34,Mexican fan palm,9/13/21
1100,-117.927643,33.80318372,177.12,53.47,18.37,19.03,Carrotwood,9/13/21
1101,-117.919813,33.80328926,185.16,56.66,18.7,20.34,Dwarf fig tree,9/13/21
1102,-117.927969,33.80317588,178.53,55.45,18.37,19.69,Western sycamore,9/13/21
1103,-117.919580,33.80328622,185.93,57.39,18.37,19.03,Western sycamore,9/13/21
1104,-117.919267,33.80328571,184.29,55.25,18.37,19.03,California palm,9/13/21
1105,-117.927729,33.80316832,177.01,53.12,18.37,19.69,Queen palm,9/13/21
1106,-117.925963,33.8031814,179.71,55.52,18.37,19.36,Mexican fan palm,9/13/21
1107,-117.925878,33.80317581,181.09,56.69,17.72,18.7,Carrotwood,9/13/21
1108,-117.920565,33.80324268,201.75,73.98,15.42,16.73,Dwarf fig tree,9/13/21
1109,-117.925714,33.80316671,181.81,57.39,18.04,18.7,Western sycamore,9/13/21
1110,-117.925791,33.80316256,181.26,57.01,17.39,18.37,Western sycamore,9/13/21
1111,-117.925641,33.80316119,180.24,55.75,17.39,18.37,California palm,9/13/21
